REF_DATE,GEO,"Highest certificate, diploma or degree (16)",Labour force status (8),VALUE
2021,Prince Edward Island,"Degree in medicine, dentistry, veterinary medicine or optometry",Employed,510.0
2021,Prince Edward Island,"Degree in medicine, dentistry, veterinary medicine or optometry",Unemployed,15.0
2021,Prince Edward Island,"Degree in medicine, dentistry, veterinary medicine or optometry",Not in the labour force,175.0
2021,Prince Edward Island,"Degree in medicine, dentistry, veterinary medicine or optometry",Participation rate,74.3
2021,Prince Edward Island,"Degree in medicine, dentistry, veterinary medicine or optometry",Employment rate,72.9
2021,Prince Edward Island,"Degree in medicine, dentistry, veterinary medicine or optometry",Unemployment rate,2.9
2021,Prince Edward Island,Master's degree,Total - Labour force status,5930.0
2021,Prince Edward Island,Master's degree,In the labour force,4530.0
2021,Prince Edward Island,Master's degree,Employed,4330.0
2021,Prince Edward Island,Master's degree,Unemployed,205.0
2021,Prince Edward Island,Master's degree,Not in the labour force,1400.0
2021,Prince Edward Island,Master's degree,Participation rate,76.4
2021,Prince Edward Island,Master's degree,Employment rate,73.0
2021,Prince Edward Island,Master's degree,Unemployment rate,4.5
2021,Prince Edward Island,Earned doctorate,Total - Labour force status,800.0
2021,Prince Edward Island,Earned doctorate,In the labour force,615.0
2021,Prince Edward Island,Earned doctorate,Employed,590.0
2021,Prince Edward Island,Earned doctorate,Unemployed,20.0
2021,Prince Edward Island,Earned doctorate,Not in the labour force,190.0
2021,Prince Edward Island,Earned doctorate,Participation rate,76.9
2021,Prince Edward Island,Earned doctorate,Employment rate,73.8
2021,Prince Edward Island,Earned doctorate,Unemployment rate,3.3
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Total - Labour force status,819315.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",In the labour force,487260.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Employed,425190.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Unemployed,62070.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Not in the labour force,332055.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Participation rate,59.5
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Employment rate,51.9
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Unemployment rate,12.7
2021,Nova Scotia,"No certificate, diploma or degree",Total - Labour force status,137525.0
2021,Nova Scotia,"No certificate, diploma or degree",In the labour force,43995.0
2021,Nova Scotia,"No certificate, diploma or degree",Employed,34845.0
2021,Nova Scotia,"No certificate, diploma or degree",Unemployed,9150.0
2021,Nova Scotia,"No certificate, diploma or degree",Not in the labour force,93530.0
2021,Nova Scotia,"No certificate, diploma or degree",Participation rate,32.0
2021,Nova Scotia,"No certificate, diploma or degree",Employment rate,25.3
2021,Nova Scotia,"No certificate, diploma or degree",Unemployment rate,20.8
2021,Nova Scotia,High (secondary) school diploma or equivalency certificate,Total - Labour force status,220205.0
2021,Nova Scotia,High (secondary) school diploma or equivalency certificate,In the labour force,127830.0
2021,Nova Scotia,High (secondary) school diploma or equivalency certificate,Employed,105010.0
2021,Nova Scotia,High (secondary) school diploma or equivalency certificate,Unemployed,22820.0
2021,Nova Scotia,High (secondary) school diploma or equivalency certificate,Not in the labour force,92380.0
2021,Nova Scotia,High (secondary) school diploma or equivalency certificate,Participation rate,58.1
2021,Nova Scotia,High (secondary) school diploma or equivalency certificate,Employment rate,47.7
2021,Nova Scotia,High (secondary) school diploma or equivalency certificate,Unemployment rate,17.9
2021,Nova Scotia,"Postsecondary certificate, diploma or degree",Total - Labour force status,461580.0
2021,Nova Scotia,"Postsecondary certificate, diploma or degree",In the labour force,315435.0
2021,Nova Scotia,"Postsecondary certificate, diploma or degree",Employed,285335.0
2021,Nova Scotia,"Postsecondary certificate, diploma or degree",Unemployed,30100.0
2021,Nova Scotia,"Postsecondary certificate, diploma or degree",Not in the labour force,146140.0
2021,Nova Scotia,"Postsecondary certificate, diploma or degree",Participation rate,68.3
2021,Nova Scotia,"Postsecondary certificate, diploma or degree",Employment rate,61.8
2021,Nova Scotia,"Postsecondary certificate, diploma or degree",Unemployment rate,9.5
2021,Nova Scotia,Postsecondary certificate or diploma below bachelor level,Total - Labour force status,262855.0
2021,Nova Scotia,Postsecondary certificate or diploma below bachelor level,In the labour force,167405.0
2021,Nova Scotia,Postsecondary certificate or diploma below bachelor level,Employed,147960.0
2021,Nova Scotia,Postsecondary certificate or diploma below bachelor level,Unemployed,19435.0
2021,Nova Scotia,Postsecondary certificate or diploma below bachelor level,Not in the labour force,95455.0
2021,Nova Scotia,Postsecondary certificate or diploma below bachelor level,Participation rate,63.7
2021,Nova Scotia,Postsecondary certificate or diploma below bachelor level,Employment rate,56.3
2021,Nova Scotia,Postsecondary certificate or diploma below bachelor level,Unemployment rate,11.6
2021,Nova Scotia,Apprenticeship or trades certificate or diploma,Total - Labour force status,70140.0
2021,Nova Scotia,Apprenticeship or trades certificate or diploma,In the labour force,40270.0
2021,Nova Scotia,Apprenticeship or trades certificate or diploma,Employed,34725.0
2021,Nova Scotia,Apprenticeship or trades certificate or diploma,Unemployed,5545.0
2021,Nova Scotia,Apprenticeship or trades certificate or diploma,Not in the labour force,29870.0
2021,Nova Scotia,Apprenticeship or trades certificate or diploma,Participation rate,57.4
2021,Nova Scotia,Apprenticeship or trades certificate or diploma,Employment rate,49.5
2021,Nova Scotia,Apprenticeship or trades certificate or diploma,Unemployment rate,13.8
2021,Nova Scotia,Non-apprenticeship trades certificate or diploma,Total - Labour force status,37420.0
2021,Nova Scotia,Non-apprenticeship trades certificate or diploma,In the labour force,20850.0
2021,Nova Scotia,Non-apprenticeship trades certificate or diploma,Employed,17760.0
2021,Nova Scotia,Non-apprenticeship trades certificate or diploma,Unemployed,3095.0
2021,Nova Scotia,Non-apprenticeship trades certificate or diploma,Not in the labour force,16570.0
2021,Nova Scotia,Non-apprenticeship trades certificate or diploma,Participation rate,55.7
2021,Nova Scotia,Non-apprenticeship trades certificate or diploma,Employment rate,47.5
2021,Nova Scotia,Non-apprenticeship trades certificate or diploma,Unemployment rate,14.8
2021,Nova Scotia,Apprenticeship certificate,Total - Labour force status,32720.0
2021,Nova Scotia,Apprenticeship certificate,In the labour force,19420.0
2021,Nova Scotia,Apprenticeship certificate,Employed,16965.0
2021,Nova Scotia,Apprenticeship certificate,Unemployed,2455.0
2021,Nova Scotia,Apprenticeship certificate,Not in the labour force,13300.0
2021,Nova Scotia,Apprenticeship certificate,Participation rate,59.4
2021,Nova Scotia,Apprenticeship certificate,Employment rate,51.8
2021,Nova Scotia,Apprenticeship certificate,Unemployment rate,12.6
2021,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",Total - Labour force status,173680.0
2021,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",In the labour force,115885.0
2021,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",Employed,103135.0
2021,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",Unemployed,12755.0
2021,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",Not in the labour force,57795.0
2021,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",Participation rate,66.7
2021,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",Employment rate,59.4
2021,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",Unemployment rate,11.0
2021,Nova Scotia,University certificate or diploma below bachelor level,Total - Labour force status,19035.0
2021,Nova Scotia,University certificate or diploma below bachelor level,In the labour force,11245.0
2021,Nova Scotia,University certificate or diploma below bachelor level,Employed,10105.0
2021,Nova Scotia,University certificate or diploma below bachelor level,Unemployed,1135.0
2021,Nova Scotia,University certificate or diploma below bachelor level,Not in the labour force,7790.0
2021,Nova Scotia,University certificate or diploma below bachelor level,Participation rate,59.1
2021,Nova Scotia,University certificate or diploma below bachelor level,Employment rate,53.1
2021,Nova Scotia,University certificate or diploma below bachelor level,Unemployment rate,10.1
2021,Nova Scotia,Bachelor’s degree or higher,Total - Labour force status,198725.0
2021,Nova Scotia,Bachelor’s degree or higher,In the labour force,148035.0
2021,Nova Scotia,Bachelor’s degree or higher,Employed,137375.0
2021,Nova Scotia,Bachelor’s degree or higher,Unemployed,10660.0
2021,Nova Scotia,Bachelor’s degree or higher,Not in the labour force,50690.0
2021,Nova Scotia,Bachelor’s degree or higher,Participation rate,74.5
2021,Nova Scotia,Bachelor’s degree or higher,Employment rate,69.1
2021,Nova Scotia,Bachelor’s degree or higher,Unemployment rate,7.2
2021,Nova Scotia,Bachelor's degree,Total - Labour force status,131470.0
2021,Nova Scotia,Bachelor's degree,In the labour force,98885.0
2021,Nova Scotia,Bachelor's degree,Employed,90720.0
2021,Nova Scotia,Bachelor's degree,Unemployed,8165.0
2021,Nova Scotia,Bachelor's degree,Not in the labour force,32585.0
2021,Nova Scotia,Bachelor's degree,Participation rate,75.2
2021,Nova Scotia,Bachelor's degree,Employment rate,69.0
2021,Nova Scotia,Bachelor's degree,Unemployment rate,8.3
2021,Nova Scotia,University certificate or diploma above bachelor level,Total - Labour force status,12185.0
2021,Nova Scotia,University certificate or diploma above bachelor level,In the labour force,8895.0
2021,Nova Scotia,University certificate or diploma above bachelor level,Employed,8355.0
2021,Nova Scotia,University certificate or diploma above bachelor level,Unemployed,540.0
2021,Nova Scotia,University certificate or diploma above bachelor level,Not in the labour force,3285.0
2021,Nova Scotia,University certificate or diploma above bachelor level,Participation rate,73.0
2021,Nova Scotia,University certificate or diploma above bachelor level,Employment rate,68.6
2021,Nova Scotia,University certificate or diploma above bachelor level,Unemployment rate,6.1
2021,Nova Scotia,"Degree in medicine, dentistry, veterinary medicine or optometry",Total - Labour force status,5045.0
2021,Nova Scotia,"Degree in medicine, dentistry, veterinary medicine or optometry",In the labour force,3885.0
2021,Nova Scotia,"Degree in medicine, dentistry, veterinary medicine or optometry",Employed,3730.0
2021,Nova Scotia,"Degree in medicine, dentistry, veterinary medicine or optometry",Unemployed,155.0
2021,Nova Scotia,"Degree in medicine, dentistry, veterinary medicine or optometry",Not in the labour force,1160.0
2021,Nova Scotia,"Degree in medicine, dentistry, veterinary medicine or optometry",Participation rate,77.0
2021,Nova Scotia,"Degree in medicine, dentistry, veterinary medicine or optometry",Employment rate,73.9
2021,Nova Scotia,"Degree in medicine, dentistry, veterinary medicine or optometry",Unemployment rate,4.0
2021,Nova Scotia,Master's degree,Total - Labour force status,43285.0
2021,Nova Scotia,Master's degree,In the labour force,31510.0
2021,Nova Scotia,Master's degree,Employed,29960.0
2021,Nova Scotia,Master's degree,Unemployed,1550.0
2021,Nova Scotia,Master's degree,Not in the labour force,11780.0
2021,Nova Scotia,Master's degree,Participation rate,72.8
2021,Nova Scotia,Master's degree,Employment rate,69.2
2021,Nova Scotia,Master's degree,Unemployment rate,4.9
2021,Nova Scotia,Earned doctorate,Total - Labour force status,6745.0
2021,Nova Scotia,Earned doctorate,In the labour force,4860.0
2021,Nova Scotia,Earned doctorate,Employed,4610.0
2021,Nova Scotia,Earned doctorate,Unemployed,250.0
2021,Nova Scotia,Earned doctorate,Not in the labour force,1875.0
2021,Nova Scotia,Earned doctorate,Participation rate,72.1
2021,Nova Scotia,Earned doctorate,Employment rate,68.3
2021,Nova Scotia,Earned doctorate,Unemployment rate,5.1
2021,New Brunswick,"Total - Highest certificate, diploma or degree",Total - Labour force status,648245.0
2021,New Brunswick,"Total - Highest certificate, diploma or degree",In the labour force,389465.0
2021,New Brunswick,"Total - Highest certificate, diploma or degree",Employed,349215.0
2021,New Brunswick,"Total - Highest certificate, diploma or degree",Unemployed,40255.0
2021,New Brunswick,"Total - Highest certificate, diploma or degree",Not in the labour force,258780.0
2021,New Brunswick,"Total - Highest certificate, diploma or degree",Participation rate,60.1
2021,New Brunswick,"Total - Highest certificate, diploma or degree",Employment rate,53.9
2021,New Brunswick,"Total - Highest certificate, diploma or degree",Unemployment rate,10.3
2021,New Brunswick,"No certificate, diploma or degree",Total - Labour force status,122490.0
2021,New Brunswick,"No certificate, diploma or degree",In the labour force,39840.0
2021,New Brunswick,"No certificate, diploma or degree",Employed,32090.0
2021,New Brunswick,"No certificate, diploma or degree",Unemployed,7750.0
2021,New Brunswick,"No certificate, diploma or degree",Not in the labour force,82645.0
2021,New Brunswick,"No certificate, diploma or degree",Participation rate,32.5
2021,New Brunswick,"No certificate, diploma or degree",Employment rate,26.2
2021,New Brunswick,"No certificate, diploma or degree",Unemployment rate,19.5
2021,New Brunswick,High (secondary) school diploma or equivalency certificate,Total - Labour force status,193240.0
2021,New Brunswick,High (secondary) school diploma or equivalency certificate,In the labour force,116220.0
2021,New Brunswick,High (secondary) school diploma or equivalency certificate,Employed,100425.0
2021,New Brunswick,High (secondary) school diploma or equivalency certificate,Unemployed,15795.0
2021,New Brunswick,High (secondary) school diploma or equivalency certificate,Not in the labour force,77025.0
2021,New Brunswick,High (secondary) school diploma or equivalency certificate,Participation rate,60.1
2021,New Brunswick,High (secondary) school diploma or equivalency certificate,Employment rate,52.0
2021,New Brunswick,High (secondary) school diploma or equivalency certificate,Unemployment rate,13.6
2021,New Brunswick,"Postsecondary certificate, diploma or degree",Total - Labour force status,332520.0
2021,New Brunswick,"Postsecondary certificate, diploma or degree",In the labour force,233410.0
2021,New Brunswick,"Postsecondary certificate, diploma or degree",Employed,216700.0
2021,New Brunswick,"Postsecondary certificate, diploma or degree",Unemployed,16715.0
2021,New Brunswick,"Postsecondary certificate, diploma or degree",Not in the labour force,99110.0
2021,New Brunswick,"Postsecondary certificate, diploma or degree",Participation rate,70.2
2021,New Brunswick,"Postsecondary certificate, diploma or degree",Employment rate,65.2
2021,New Brunswick,"Postsecondary certificate, diploma or degree",Unemployment rate,7.2
2021,New Brunswick,Postsecondary certificate or diploma below bachelor level,Total - Labour force status,209655.0
2021,New Brunswick,Postsecondary certificate or diploma below bachelor level,In the labour force,140890.0
2021,New Brunswick,Postsecondary certificate or diploma below bachelor level,Employed,128770.0
2021,New Brunswick,Postsecondary certificate or diploma below bachelor level,Unemployed,12120.0
2021,New Brunswick,Postsecondary certificate or diploma below bachelor level,Not in the labour force,68765.0
2021,New Brunswick,Postsecondary certificate or diploma below bachelor level,Participation rate,67.2
2021,New Brunswick,Postsecondary certificate or diploma below bachelor level,Employment rate,61.4
2021,New Brunswick,Postsecondary certificate or diploma below bachelor level,Unemployment rate,8.6
2021,New Brunswick,Apprenticeship or trades certificate or diploma,Total - Labour force status,50500.0
2021,New Brunswick,Apprenticeship or trades certificate or diploma,In the labour force,29810.0
2021,New Brunswick,Apprenticeship or trades certificate or diploma,Employed,26335.0
2021,New Brunswick,Apprenticeship or trades certificate or diploma,Unemployed,3475.0
2021,New Brunswick,Apprenticeship or trades certificate or diploma,Not in the labour force,20690.0
2021,New Brunswick,Apprenticeship or trades certificate or diploma,Participation rate,59.0
2021,New Brunswick,Apprenticeship or trades certificate or diploma,Employment rate,52.1
2021,New Brunswick,Apprenticeship or trades certificate or diploma,Unemployment rate,11.7
2021,New Brunswick,Non-apprenticeship trades certificate or diploma,Total - Labour force status,26050.0
2021,New Brunswick,Non-apprenticeship trades certificate or diploma,In the labour force,15395.0
2021,New Brunswick,Non-apprenticeship trades certificate or diploma,Employed,13630.0
2021,New Brunswick,Non-apprenticeship trades certificate or diploma,Unemployed,1765.0
2021,New Brunswick,Non-apprenticeship trades certificate or diploma,Not in the labour force,10650.0
2021,New Brunswick,Non-apprenticeship trades certificate or diploma,Participation rate,59.1
2021,New Brunswick,Non-apprenticeship trades certificate or diploma,Employment rate,52.3
2021,New Brunswick,Non-apprenticeship trades certificate or diploma,Unemployment rate,11.5
2021,New Brunswick,Apprenticeship certificate,Total - Labour force status,24450.0
2021,New Brunswick,Apprenticeship certificate,In the labour force,14410.0
2021,New Brunswick,Apprenticeship certificate,Employed,12700.0
2021,New Brunswick,Apprenticeship certificate,Unemployed,1710.0
2021,New Brunswick,Apprenticeship certificate,Not in the labour force,10035.0
2021,New Brunswick,Apprenticeship certificate,Participation rate,58.9
2021,New Brunswick,Apprenticeship certificate,Employment rate,51.9
2021,New Brunswick,Apprenticeship certificate,Unemployment rate,11.9
2021,New Brunswick,"College, CEGEP or other non-university certificate or diploma",Total - Labour force status,146815.0
2021,New Brunswick,"College, CEGEP or other non-university certificate or diploma",In the labour force,103685.0
2021,New Brunswick,"College, CEGEP or other non-university certificate or diploma",Employed,95620.0
2021,New Brunswick,"College, CEGEP or other non-university certificate or diploma",Unemployed,8065.0
2021,New Brunswick,"College, CEGEP or other non-university certificate or diploma",Not in the labour force,43130.0
2021,New Brunswick,"College, CEGEP or other non-university certificate or diploma",Participation rate,70.6
2021,New Brunswick,"College, CEGEP or other non-university certificate or diploma",Employment rate,65.1
2021,New Brunswick,"College, CEGEP or other non-university certificate or diploma",Unemployment rate,7.8
2021,New Brunswick,University certificate or diploma below bachelor level,Total - Labour force status,12335.0
2021,New Brunswick,University certificate or diploma below bachelor level,In the labour force,7395.0
2021,New Brunswick,University certificate or diploma below bachelor level,Employed,6815.0
2021,New Brunswick,University certificate or diploma below bachelor level,Unemployed,575.0
2021,New Brunswick,University certificate or diploma below bachelor level,Not in the labour force,4940.0
2021,New Brunswick,University certificate or diploma below bachelor level,Participation rate,60.0
2021,New Brunswick,University certificate or diploma below bachelor level,Employment rate,55.2
2021,New Brunswick,University certificate or diploma below bachelor level,Unemployment rate,7.8
2021,New Brunswick,Bachelor’s degree or higher,Total - Labour force status,122865.0
2021,New Brunswick,Bachelor’s degree or higher,In the labour force,92520.0
2021,New Brunswick,Bachelor’s degree or higher,Employed,87930.0
2021,New Brunswick,Bachelor’s degree or higher,Unemployed,4590.0
2021,New Brunswick,Bachelor’s degree or higher,Not in the labour force,30345.0
2021,New Brunswick,Bachelor’s degree or higher,Participation rate,75.3
2021,New Brunswick,Bachelor’s degree or higher,Employment rate,71.6
2021,New Brunswick,Bachelor’s degree or higher,Unemployment rate,5.0
2021,New Brunswick,Bachelor's degree,Total - Labour force status,85425.0
2021,New Brunswick,Bachelor's degree,In the labour force,64725.0
2021,New Brunswick,Bachelor's degree,Employed,61245.0
2021,New Brunswick,Bachelor's degree,Unemployed,3480.0
2021,New Brunswick,Bachelor's degree,Not in the labour force,20700.0
2021,New Brunswick,Bachelor's degree,Participation rate,75.8
2021,New Brunswick,Bachelor's degree,Employment rate,71.7
2021,New Brunswick,Bachelor's degree,Unemployment rate,5.4
2021,New Brunswick,University certificate or diploma above bachelor level,Total - Labour force status,7400.0
2021,New Brunswick,University certificate or diploma above bachelor level,In the labour force,5350.0
2021,New Brunswick,University certificate or diploma above bachelor level,Employed,5125.0
2021,New Brunswick,University certificate or diploma above bachelor level,Unemployed,225.0
2021,New Brunswick,University certificate or diploma above bachelor level,Not in the labour force,2045.0
2021,New Brunswick,University certificate or diploma above bachelor level,Participation rate,72.3
2021,New Brunswick,University certificate or diploma above bachelor level,Employment rate,69.3
2021,New Brunswick,University certificate or diploma above bachelor level,Unemployment rate,4.2
2021,New Brunswick,"Degree in medicine, dentistry, veterinary medicine or optometry",Total - Labour force status,3070.0
2021,New Brunswick,"Degree in medicine, dentistry, veterinary medicine or optometry",In the labour force,2450.0
2021,New Brunswick,"Degree in medicine, dentistry, veterinary medicine or optometry",Employed,2375.0
2021,New Brunswick,"Degree in medicine, dentistry, veterinary medicine or optometry",Unemployed,75.0
2021,New Brunswick,"Degree in medicine, dentistry, veterinary medicine or optometry",Not in the labour force,625.0
2021,New Brunswick,"Degree in medicine, dentistry, veterinary medicine or optometry",Participation rate,79.8
2021,New Brunswick,"Degree in medicine, dentistry, veterinary medicine or optometry",Employment rate,77.4
2021,New Brunswick,"Degree in medicine, dentistry, veterinary medicine or optometry",Unemployment rate,3.1
2021,New Brunswick,Master's degree,Total - Labour force status,23265.0
2021,New Brunswick,Master's degree,In the labour force,17275.0
2021,New Brunswick,Master's degree,Employed,16540.0
2021,New Brunswick,Master's degree,Unemployed,735.0
2021,New Brunswick,Master's degree,Not in the labour force,5990.0
2021,New Brunswick,Master's degree,Participation rate,74.3
2021,New Brunswick,Master's degree,Employment rate,71.1
2021,New Brunswick,Master's degree,Unemployment rate,4.3
2021,New Brunswick,Earned doctorate,Total - Labour force status,3705.0
2021,New Brunswick,Earned doctorate,In the labour force,2720.0
2021,New Brunswick,Earned doctorate,Employed,2645.0
2021,New Brunswick,Earned doctorate,Unemployed,80.0
2021,New Brunswick,Earned doctorate,Not in the labour force,990.0
2021,New Brunswick,Earned doctorate,Participation rate,73.4
2021,New Brunswick,Earned doctorate,Employment rate,71.4
2021,New Brunswick,Earned doctorate,Unemployment rate,2.9
2021,Quebec,"Total - Highest certificate, diploma or degree",Total - Labour force status,6918725.0
2021,Quebec,"Total - Highest certificate, diploma or degree",In the labour force,4435465.0
2021,Quebec,"Total - Highest certificate, diploma or degree",Employed,4100445.0
2021,Quebec,"Total - Highest certificate, diploma or degree",Unemployed,335015.0
2021,Quebec,"Total - Highest certificate, diploma or degree",Not in the labour force,2483265.0
2021,Quebec,"Total - Highest certificate, diploma or degree",Participation rate,64.1
2021,Quebec,"Total - Highest certificate, diploma or degree",Employment rate,59.3
2021,Quebec,"Total - Highest certificate, diploma or degree",Unemployment rate,7.6
2021,Quebec,"No certificate, diploma or degree",Total - Labour force status,1256550.0
2021,Quebec,"No certificate, diploma or degree",In the labour force,501275.0
2021,Quebec,"No certificate, diploma or degree",Employed,437555.0
2021,Quebec,"No certificate, diploma or degree",Unemployed,63720.0
2021,Quebec,"No certificate, diploma or degree",Not in the labour force,755280.0
2021,Quebec,"No certificate, diploma or degree",Participation rate,39.9
2021,Quebec,"No certificate, diploma or degree",Employment rate,34.8
2021,Quebec,"No certificate, diploma or degree",Unemployment rate,12.7
2021,Quebec,High (secondary) school diploma or equivalency certificate,Total - Labour force status,1482020.0
2021,Quebec,High (secondary) school diploma or equivalency certificate,In the labour force,826840.0
2021,Quebec,High (secondary) school diploma or equivalency certificate,Employed,740210.0
2021,Quebec,High (secondary) school diploma or equivalency certificate,Unemployed,86620.0
2021,Quebec,High (secondary) school diploma or equivalency certificate,Not in the labour force,655185.0
2021,Quebec,High (secondary) school diploma or equivalency certificate,Participation rate,55.8
2021,Quebec,High (secondary) school diploma or equivalency certificate,Employment rate,49.9
2021,Quebec,High (secondary) school diploma or equivalency certificate,Unemployment rate,10.5
2021,Quebec,"Postsecondary certificate, diploma or degree",Total - Labour force status,4180155.0
2021,Quebec,"Postsecondary certificate, diploma or degree",In the labour force,3107355.0
2021,Quebec,"Postsecondary certificate, diploma or degree",Employed,2922675.0
2021,Quebec,"Postsecondary certificate, diploma or degree",Unemployed,184675.0
2021,Quebec,"Postsecondary certificate, diploma or degree",Not in the labour force,1072800.0
2021,Quebec,"Postsecondary certificate, diploma or degree",Participation rate,74.3
2021,Quebec,"Postsecondary certificate, diploma or degree",Employment rate,69.9
2021,Quebec,"Postsecondary certificate, diploma or degree",Unemployment rate,5.9
2021,Quebec,Postsecondary certificate or diploma below bachelor level,Total - Labour force status,2551215.0
2021,Quebec,Postsecondary certificate or diploma below bachelor level,In the labour force,1840150.0
2021,Quebec,Postsecondary certificate or diploma below bachelor level,Employed,1716325.0
2021,Quebec,Postsecondary certificate or diploma below bachelor level,Unemployed,123825.0
2021,Quebec,Postsecondary certificate or diploma below bachelor level,Not in the labour force,711065.0
2021,Quebec,Postsecondary certificate or diploma below bachelor level,Participation rate,72.1
2021,Quebec,Postsecondary certificate or diploma below bachelor level,Employment rate,67.3
2021,Quebec,Postsecondary certificate or diploma below bachelor level,Unemployment rate,6.7
2021,Quebec,Apprenticeship or trades certificate or diploma,Total - Labour force status,1096360.0
2021,Quebec,Apprenticeship or trades certificate or diploma,In the labour force,800905.0
2021,Quebec,Apprenticeship or trades certificate or diploma,Employed,747535.0
2021,Quebec,Apprenticeship or trades certificate or diploma,Unemployed,53380.0
2021,Quebec,Apprenticeship or trades certificate or diploma,Not in the labour force,295450.0
2021,Quebec,Apprenticeship or trades certificate or diploma,Participation rate,73.1
2021,Quebec,Apprenticeship or trades certificate or diploma,Employment rate,68.2
2021,Quebec,Apprenticeship or trades certificate or diploma,Unemployment rate,6.7
2021,Quebec,Non-apprenticeship trades certificate or diploma,Total - Labour force status,793030.0
2021,Quebec,Non-apprenticeship trades certificate or diploma,In the labour force,579580.0
2021,Quebec,Non-apprenticeship trades certificate or diploma,Employed,541295.0
2021,Quebec,Non-apprenticeship trades certificate or diploma,Unemployed,38280.0
2021,Quebec,Non-apprenticeship trades certificate or diploma,Not in the labour force,213455.0
2021,Quebec,Non-apprenticeship trades certificate or diploma,Participation rate,73.1
2021,Quebec,Non-apprenticeship trades certificate or diploma,Employment rate,68.3
2021,Quebec,Non-apprenticeship trades certificate or diploma,Unemployment rate,6.6
2021,Quebec,Apprenticeship certificate,Total - Labour force status,303330.0
2021,Quebec,Apprenticeship certificate,In the labour force,221325.0
2021,Quebec,Apprenticeship certificate,Employed,206235.0
2021,Quebec,Apprenticeship certificate,Unemployed,15095.0
2021,Quebec,Apprenticeship certificate,Not in the labour force,81995.0
2021,Quebec,Apprenticeship certificate,Participation rate,73.0
2021,Quebec,Apprenticeship certificate,Employment rate,68.0
2021,Quebec,Apprenticeship certificate,Unemployment rate,6.8
2021,Quebec,"College, CEGEP or other non-university certificate or diploma",Total - Labour force status,1202040.0
2021,Quebec,"College, CEGEP or other non-university certificate or diploma",In the labour force,873800.0
2021,Quebec,"College, CEGEP or other non-university certificate or diploma",Employed,814405.0
2021,Quebec,"College, CEGEP or other non-university certificate or diploma",Unemployed,59400.0
2021,Quebec,"College, CEGEP or other non-university certificate or diploma",Not in the labour force,328235.0
2021,Quebec,"College, CEGEP or other non-university certificate or diploma",Participation rate,72.7
2021,Quebec,"College, CEGEP or other non-university certificate or diploma",Employment rate,67.8
2021,Quebec,"College, CEGEP or other non-university certificate or diploma",Unemployment rate,6.8
2021,Quebec,University certificate or diploma below bachelor level,Total - Labour force status,252815.0
2021,Quebec,University certificate or diploma below bachelor level,In the labour force,165435.0
2021,Quebec,University certificate or diploma below bachelor level,Employed,154390.0
2021,Quebec,University certificate or diploma below bachelor level,Unemployed,11045.0
2021,Quebec,University certificate or diploma below bachelor level,Not in the labour force,87375.0
2021,Quebec,University certificate or diploma below bachelor level,Participation rate,65.4
2021,Quebec,University certificate or diploma below bachelor level,Employment rate,61.1
2021,Quebec,University certificate or diploma below bachelor level,Unemployment rate,6.7
2021,Quebec,Bachelor’s degree or higher,Total - Labour force status,1628940.0
2021,Quebec,Bachelor’s degree or higher,In the labour force,1267205.0
2021,Quebec,Bachelor’s degree or higher,Employed,1206355.0
2021,Quebec,Bachelor’s degree or higher,Unemployed,60855.0
2021,Quebec,Bachelor’s degree or higher,Not in the labour force,361740.0
2021,Quebec,Bachelor’s degree or higher,Participation rate,77.8
2021,Quebec,Bachelor’s degree or higher,Employment rate,74.1
2021,Quebec,Bachelor’s degree or higher,Unemployment rate,4.8
2021,Quebec,Bachelor's degree,Total - Labour force status,1011695.0
2021,Quebec,Bachelor's degree,In the labour force,781605.0
2021,Quebec,Bachelor's degree,Employed,741680.0
2021,Quebec,Bachelor's degree,Unemployed,39925.0
2021,Quebec,Bachelor's degree,Not in the labour force,230090.0
2021,Quebec,Bachelor's degree,Participation rate,77.3
2021,Quebec,Bachelor's degree,Employment rate,73.3
2021,Quebec,Bachelor's degree,Unemployment rate,5.1
2021,Quebec,University certificate or diploma above bachelor level,Total - Labour force status,149425.0
2021,Quebec,University certificate or diploma above bachelor level,In the labour force,113920.0
2021,Quebec,University certificate or diploma above bachelor level,Employed,108770.0
2021,Quebec,University certificate or diploma above bachelor level,Unemployed,5155.0
2021,Quebec,University certificate or diploma above bachelor level,Not in the labour force,35495.0
2021,Quebec,University certificate or diploma above bachelor level,Participation rate,76.2
