REF_DATE,GEO,"Highest certificate, diploma or degree (16)",Major field of study - Classification of Instructional Programs (CIP) 2021 (14),Employment income statistics (7),VALUE
2021,Prince Edward Island,High (secondary) school diploma or equivalency certificate,"Business, management and public administration","Median wages, salaries and commissions ($)",0.0
2021,Prince Edward Island,High (secondary) school diploma or equivalency certificate,"Business, management and public administration","Average wages, salaries and commissions ($)",0.0
2021,Prince Edward Island,High (secondary) school diploma or equivalency certificate,Physical and life sciences and technologies,Median employment income ($),0.0
2021,Prince Edward Island,High (secondary) school diploma or equivalency certificate,Physical and life sciences and technologies,Average employment income ($),0.0
2021,Prince Edward Island,High (secondary) school diploma or equivalency certificate,Physical and life sciences and technologies,"Median wages, salaries and commissions ($)",0.0
2021,Prince Edward Island,High (secondary) school diploma or equivalency certificate,Physical and life sciences and technologies,"Average wages, salaries and commissions ($)",0.0
2021,Prince Edward Island,High (secondary) school diploma or equivalency certificate,"Mathematics, computer and information sciences",Median employment income ($),0.0
2021,Prince Edward Island,High (secondary) school diploma or equivalency certificate,"Mathematics, computer and information sciences",Average employment income ($),0.0
2021,Prince Edward Island,High (secondary) school diploma or equivalency certificate,"Mathematics, computer and information sciences","Median wages, salaries and commissions ($)",0.0
2021,Prince Edward Island,High (secondary) school diploma or equivalency certificate,"Mathematics, computer and information sciences","Average wages, salaries and commissions ($)",0.0
2021,Prince Edward Island,High (secondary) school diploma or equivalency certificate,"Architecture, engineering, and related trades",Median employment income ($),0.0
2021,Prince Edward Island,High (secondary) school diploma or equivalency certificate,"Architecture, engineering, and related trades",Average employment income ($),0.0
2021,Prince Edward Island,High (secondary) school diploma or equivalency certificate,"Architecture, engineering, and related trades","Median wages, salaries and commissions ($)",0.0
2021,Prince Edward Island,High (secondary) school diploma or equivalency certificate,"Architecture, engineering, and related trades","Average wages, salaries and commissions ($)",0.0
2021,Prince Edward Island,High (secondary) school diploma or equivalency certificate,"Agriculture, natural resources and conservation",Median employment income ($),0.0
2021,Prince Edward Island,High (secondary) school diploma or equivalency certificate,"Agriculture, natural resources and conservation",Average employment income ($),0.0
2021,Prince Edward Island,High (secondary) school diploma or equivalency certificate,"Agriculture, natural resources and conservation","Median wages, salaries and commissions ($)",0.0
2021,Prince Edward Island,High (secondary) school diploma or equivalency certificate,"Agriculture, natural resources and conservation","Average wages, salaries and commissions ($)",0.0
2021,Prince Edward Island,High (secondary) school diploma or equivalency certificate,Health and related fields,Median employment income ($),0.0
2021,Prince Edward Island,High (secondary) school diploma or equivalency certificate,Health and related fields,Average employment income ($),0.0
2021,Prince Edward Island,High (secondary) school diploma or equivalency certificate,Health and related fields,"Median wages, salaries and commissions ($)",0.0
2021,Prince Edward Island,High (secondary) school diploma or equivalency certificate,Health and related fields,"Average wages, salaries and commissions ($)",0.0
2021,Prince Edward Island,High (secondary) school diploma or equivalency certificate,"Personal, protective and transportation services",Median employment income ($),0.0
2021,Prince Edward Island,High (secondary) school diploma or equivalency certificate,"Personal, protective and transportation services",Average employment income ($),0.0
2021,Prince Edward Island,High (secondary) school diploma or equivalency certificate,"Personal, protective and transportation services","Median wages, salaries and commissions ($)",0.0
2021,Prince Edward Island,High (secondary) school diploma or equivalency certificate,"Personal, protective and transportation services","Average wages, salaries and commissions ($)",0.0
2021,Prince Edward Island,High (secondary) school diploma or equivalency certificate,Other,Median employment income ($),0.0
2021,Prince Edward Island,High (secondary) school diploma or equivalency certificate,Other,Average employment income ($),0.0
2021,Prince Edward Island,High (secondary) school diploma or equivalency certificate,Other,"Median wages, salaries and commissions ($)",0.0
2021,Prince Edward Island,High (secondary) school diploma or equivalency certificate,Other,"Average wages, salaries and commissions ($)",0.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree",Total - Major field of study - Classification of Instructional Programs (CIP) 2021,Total - Employment income statistics,70530.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree",Total - Major field of study - Classification of Instructional Programs (CIP) 2021,Median employment income ($),40800.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree",Total - Major field of study - Classification of Instructional Programs (CIP) 2021,Average employment income ($),47280.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree",Total - Major field of study - Classification of Instructional Programs (CIP) 2021,"Median wages, salaries and commissions ($)",42400.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree",Total - Major field of study - Classification of Instructional Programs (CIP) 2021,"Average wages, salaries and commissions ($)",48560.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree","No postsecondary certificate, diploma or degree",Median employment income ($),0.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree","No postsecondary certificate, diploma or degree",Average employment income ($),0.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree","No postsecondary certificate, diploma or degree","Median wages, salaries and commissions ($)",0.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree","No postsecondary certificate, diploma or degree","Average wages, salaries and commissions ($)",0.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree",Education,Total - Employment income statistics,5120.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree",Education,Median employment income ($),57600.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree",Education,Average employment income ($),54700.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree",Education,"Median wages, salaries and commissions ($)",63200.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree",Education,"Average wages, salaries and commissions ($)",57600.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree","Visual and performing arts, and communications technologies",Total - Employment income statistics,1665.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree","Visual and performing arts, and communications technologies",Median employment income ($),24600.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree","Visual and performing arts, and communications technologies",Average employment income ($),31880.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree","Visual and performing arts, and communications technologies","Median wages, salaries and commissions ($)",28400.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree","Visual and performing arts, and communications technologies","Average wages, salaries and commissions ($)",33900.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree",Humanities,Total - Employment income statistics,3490.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree",Humanities,Median employment income ($),36800.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree",Humanities,Average employment income ($),42920.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree",Humanities,"Median wages, salaries and commissions ($)",40000.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree",Humanities,"Average wages, salaries and commissions ($)",45360.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree",Social and behavioural sciences and law,Total - Employment income statistics,6600.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree",Social and behavioural sciences and law,Median employment income ($),40000.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree",Social and behavioural sciences and law,Average employment income ($),47400.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree",Social and behavioural sciences and law,"Median wages, salaries and commissions ($)",40800.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree",Social and behavioural sciences and law,"Average wages, salaries and commissions ($)",47720.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree","Business, management and public administration",Total - Employment income statistics,17515.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree","Business, management and public administration",Median employment income ($),40800.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree","Business, management and public administration",Average employment income ($),48160.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree","Business, management and public administration","Median wages, salaries and commissions ($)",42000.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree","Business, management and public administration","Average wages, salaries and commissions ($)",48720.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree",Physical and life sciences and technologies,Total - Employment income statistics,2865.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree",Physical and life sciences and technologies,Median employment income ($),46000.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree",Physical and life sciences and technologies,Average employment income ($),51450.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree",Physical and life sciences and technologies,"Median wages, salaries and commissions ($)",48000.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree",Physical and life sciences and technologies,"Average wages, salaries and commissions ($)",52150.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree","Mathematics, computer and information sciences",Total - Employment income statistics,2900.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree","Mathematics, computer and information sciences",Median employment income ($),42000.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree","Mathematics, computer and information sciences",Average employment income ($),47840.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree","Mathematics, computer and information sciences","Median wages, salaries and commissions ($)",42800.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree","Mathematics, computer and information sciences","Average wages, salaries and commissions ($)",48920.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree","Architecture, engineering, and related trades",Total - Employment income statistics,12630.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree","Architecture, engineering, and related trades",Median employment income ($),41600.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree","Architecture, engineering, and related trades",Average employment income ($),47080.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree","Architecture, engineering, and related trades","Median wages, salaries and commissions ($)",44000.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree","Architecture, engineering, and related trades","Average wages, salaries and commissions ($)",49360.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree","Agriculture, natural resources and conservation",Total - Employment income statistics,2285.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree","Agriculture, natural resources and conservation",Median employment income ($),36800.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree","Agriculture, natural resources and conservation",Average employment income ($),46000.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree","Agriculture, natural resources and conservation","Median wages, salaries and commissions ($)",38800.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree","Agriculture, natural resources and conservation","Average wages, salaries and commissions ($)",48160.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree",Health and related fields,Total - Employment income statistics,11310.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree",Health and related fields,Median employment income ($),42800.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree",Health and related fields,Average employment income ($),50000.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree",Health and related fields,"Median wages, salaries and commissions ($)",44000.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree",Health and related fields,"Average wages, salaries and commissions ($)",50240.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree","Personal, protective and transportation services",Total - Employment income statistics,4150.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree","Personal, protective and transportation services",Median employment income ($),29000.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree","Personal, protective and transportation services",Average employment income ($),36200.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree","Personal, protective and transportation services","Median wages, salaries and commissions ($)",31200.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree","Personal, protective and transportation services","Average wages, salaries and commissions ($)",37520.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree",Other,Median employment income ($),0.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree",Other,Average employment income ($),0.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree",Other,"Median wages, salaries and commissions ($)",0.0
2021,Prince Edward Island,"Postsecondary certificate, diploma or degree",Other,"Average wages, salaries and commissions ($)",0.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Total - Major field of study - Classification of Instructional Programs (CIP) 2021,Total - Employment income statistics,819315.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Total - Major field of study - Classification of Instructional Programs (CIP) 2021,Median employment income ($),33200.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Total - Major field of study - Classification of Instructional Programs (CIP) 2021,Average employment income ($),43120.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Total - Major field of study - Classification of Instructional Programs (CIP) 2021,"Median wages, salaries and commissions ($)",34800.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Total - Major field of study - Classification of Instructional Programs (CIP) 2021,"Average wages, salaries and commissions ($)",44160.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree","No postsecondary certificate, diploma or degree",Total - Employment income statistics,357735.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree","No postsecondary certificate, diploma or degree",Median employment income ($),20200.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree","No postsecondary certificate, diploma or degree",Average employment income ($),28680.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree","No postsecondary certificate, diploma or degree","Median wages, salaries and commissions ($)",21200.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree","No postsecondary certificate, diploma or degree","Average wages, salaries and commissions ($)",29240.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Education,Total - Employment income statistics,32925.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Education,Median employment income ($),58800.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Education,Average employment income ($),54950.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Education,"Median wages, salaries and commissions ($)",61600.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Education,"Average wages, salaries and commissions ($)",56650.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree","Visual and performing arts, and communications technologies",Total - Employment income statistics,11870.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree","Visual and performing arts, and communications technologies",Median employment income ($),26200.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree","Visual and performing arts, and communications technologies",Average employment income ($),33720.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree","Visual and performing arts, and communications technologies","Median wages, salaries and commissions ($)",29200.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree","Visual and performing arts, and communications technologies","Average wages, salaries and commissions ($)",35000.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Humanities,Total - Employment income statistics,21850.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Humanities,Median employment income ($),40400.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Humanities,Average employment income ($),47280.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Humanities,"Median wages, salaries and commissions ($)",42400.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Humanities,"Average wages, salaries and commissions ($)",48920.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Social and behavioural sciences and law,Total - Employment income statistics,46965.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Social and behavioural sciences and law,Median employment income ($),40800.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Social and behavioural sciences and law,Average employment income ($),51600.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Social and behavioural sciences and law,"Median wages, salaries and commissions ($)",42000.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Social and behavioural sciences and law,"Average wages, salaries and commissions ($)",51750.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree","Business, management and public administration",Total - Employment income statistics,101875.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree","Business, management and public administration",Median employment income ($),42000.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree","Business, management and public administration",Average employment income ($),54000.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree","Business, management and public administration","Median wages, salaries and commissions ($)",43200.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree","Business, management and public administration","Average wages, salaries and commissions ($)",55050.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Physical and life sciences and technologies,Total - Employment income statistics,19060.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Physical and life sciences and technologies,Median employment income ($),47200.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Physical and life sciences and technologies,Average employment income ($),56150.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Physical and life sciences and technologies,"Median wages, salaries and commissions ($)",49200.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Physical and life sciences and technologies,"Average wages, salaries and commissions ($)",57000.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree","Mathematics, computer and information sciences",Total - Employment income statistics,18165.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree","Mathematics, computer and information sciences",Median employment income ($),51200.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree","Mathematics, computer and information sciences",Average employment income ($),56600.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree","Mathematics, computer and information sciences","Median wages, salaries and commissions ($)",52000.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree","Mathematics, computer and information sciences","Average wages, salaries and commissions ($)",57500.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree","Architecture, engineering, and related trades",Total - Employment income statistics,96510.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree","Architecture, engineering, and related trades",Median employment income ($),46800.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree","Architecture, engineering, and related trades",Average employment income ($),53700.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree","Architecture, engineering, and related trades","Median wages, salaries and commissions ($)",49600.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree","Architecture, engineering, and related trades","Average wages, salaries and commissions ($)",55850.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree","Agriculture, natural resources and conservation",Total - Employment income statistics,9910.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree","Agriculture, natural resources and conservation",Median employment income ($),34800.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree","Agriculture, natural resources and conservation",Average employment income ($),45240.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree","Agriculture, natural resources and conservation","Median wages, salaries and commissions ($)",38000.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree","Agriculture, natural resources and conservation","Average wages, salaries and commissions ($)",48200.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Health and related fields,Total - Employment income statistics,70550.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Health and related fields,Median employment income ($),44000.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Health and related fields,Average employment income ($),52150.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Health and related fields,"Median wages, salaries and commissions ($)",44400.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Health and related fields,"Average wages, salaries and commissions ($)",51550.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree","Personal, protective and transportation services",Total - Employment income statistics,31820.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree","Personal, protective and transportation services",Median employment income ($),29600.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree","Personal, protective and transportation services",Average employment income ($),40240.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree","Personal, protective and transportation services","Median wages, salaries and commissions ($)",33200.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree","Personal, protective and transportation services","Average wages, salaries and commissions ($)",43000.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Other,Total - Employment income statistics,75.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Other,Median employment income ($),16200.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Other,Average employment income ($),54000.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Other,"Median wages, salaries and commissions ($)",45200.0
2021,Nova Scotia,"Total - Highest certificate, diploma or degree",Other,"Average wages, salaries and commissions ($)",70000.0
2021,Nova Scotia,"No certificate, diploma or degree",Total - Major field of study - Classification of Instructional Programs (CIP) 2021,Total - Employment income statistics,137530.0
2021,Nova Scotia,"No certificate, diploma or degree",Total - Major field of study - Classification of Instructional Programs (CIP) 2021,Median employment income ($),14400.0
2021,Nova Scotia,"No certificate, diploma or degree",Total - Major field of study - Classification of Instructional Programs (CIP) 2021,Average employment income ($),23440.0
2021,Nova Scotia,"No certificate, diploma or degree",Total - Major field of study - Classification of Instructional Programs (CIP) 2021,"Median wages, salaries and commissions ($)",14800.0
2021,Nova Scotia,"No certificate, diploma or degree",Total - Major field of study - Classification of Instructional Programs (CIP) 2021,"Average wages, salaries and commissions ($)",23820.0
2021,Nova Scotia,"No certificate, diploma or degree","No postsecondary certificate, diploma or degree",Total - Employment income statistics,137530.0
2021,Nova Scotia,"No certificate, diploma or degree","No postsecondary certificate, diploma or degree",Median employment income ($),14400.0
2021,Nova Scotia,"No certificate, diploma or degree","No postsecondary certificate, diploma or degree",Average employment income ($),23440.0
2021,Nova Scotia,"No certificate, diploma or degree","No postsecondary certificate, diploma or degree","Median wages, salaries and commissions ($)",14800.0
2021,Nova Scotia,"No certificate, diploma or degree","No postsecondary certificate, diploma or degree","Average wages, salaries and commissions ($)",23820.0
2021,Nova Scotia,"No certificate, diploma or degree",Education,Median employment income ($),0.0
2021,Nova Scotia,"No certificate, diploma or degree",Education,Average employment income ($),0.0
2021,Nova Scotia,"No certificate, diploma or degree",Education,"Median wages, salaries and commissions ($)",0.0
2021,Nova Scotia,"No certificate, diploma or degree",Education,"Average wages, salaries and commissions ($)",0.0
2021,Nova Scotia,"No certificate, diploma or degree","Visual and performing arts, and communications technologies",Median employment income ($),0.0
2021,Nova Scotia,"No certificate, diploma or degree","Visual and performing arts, and communications technologies",Average employment income ($),0.0
2021,Nova Scotia,"No certificate, diploma or degree","Visual and performing arts, and communications technologies","Median wages, salaries and commissions ($)",0.0
2021,Nova Scotia,"No certificate, diploma or degree","Visual and performing arts, and communications technologies","Average wages, salaries and commissions ($)",0.0
2021,Nova Scotia,"No certificate, diploma or degree",Humanities,Median employment income ($),0.0
2021,Nova Scotia,"No certificate, diploma or degree",Humanities,Average employment income ($),0.0
2021,Nova Scotia,"No certificate, diploma or degree",Humanities,"Median wages, salaries and commissions ($)",0.0
2021,Nova Scotia,"No certificate, diploma or degree",Humanities,"Average wages, salaries and commissions ($)",0.0
2021,Nova Scotia,"No certificate, diploma or degree",Social and behavioural sciences and law,Median employment income ($),0.0
2021,Nova Scotia,"No certificate, diploma or degree",Social and behavioural sciences and law,Average employment income ($),0.0
2021,Nova Scotia,"No certificate, diploma or degree",Social and behavioural sciences and law,"Median wages, salaries and commissions ($)",0.0
2021,Nova Scotia,"No certificate, diploma or degree",Social and behavioural sciences and law,"Average wages, salaries and commissions ($)",0.0
2021,Nova Scotia,"No certificate, diploma or degree","Business, management and public administration",Median employment income ($),0.0
2021,Nova Scotia,"No certificate, diploma or degree","Business, management and public administration",Average employment income ($),0.0
2021,Nova Scotia,"No certificate, diploma or degree","Business, management and public administration","Median wages, salaries and commissions ($)",0.0
2021,Nova Scotia,"No certificate, diploma or degree","Business, management and public administration","Average wages, salaries and commissions ($)",0.0
2021,Nova Scotia,"No certificate, diploma or degree",Physical and life sciences and technologies,Median employment income ($),0.0
2021,Nova Scotia,"No certificate, diploma or degree",Physical and life sciences and technologies,Average employment income ($),0.0
2021,Nova Scotia,"No certificate, diploma or degree",Physical and life sciences and technologies,"Median wages, salaries and commissions ($)",0.0
2021,Nova Scotia,"No certificate, diploma or degree",Physical and life sciences and technologies,"Average wages, salaries and commissions ($)",0.0
2021,Nova Scotia,"No certificate, diploma or degree","Mathematics, computer and information sciences",Median employment income ($),0.0
2021,Nova Scotia,"No certificate, diploma or degree","Mathematics, computer and information sciences",Average employment income ($),0.0
2021,Nova Scotia,"No certificate, diploma or degree","Mathematics, computer and information sciences","Median wages, salaries and commissions ($)",0.0
2021,Nova Scotia,"No certificate, diploma or degree","Mathematics, computer and information sciences","Average wages, salaries and commissions ($)",0.0
2021,Nova Scotia,"No certificate, diploma or degree","Architecture, engineering, and related trades",Median employment income ($),0.0
2021,Nova Scotia,"No certificate, diploma or degree","Architecture, engineering, and related trades",Average employment income ($),0.0
2021,Nova Scotia,"No certificate, diploma or degree","Architecture, engineering, and related trades","Median wages, salaries and commissions ($)",0.0
2021,Nova Scotia,"No certificate, diploma or degree","Architecture, engineering, and related trades","Average wages, salaries and commissions ($)",0.0
2021,Nova Scotia,"No certificate, diploma or degree","Agriculture, natural resources and conservation",Median employment income ($),0.0
2021,Nova Scotia,"No certificate, diploma or degree","Agriculture, natural resources and conservation",Average employment income ($),0.0
2021,Nova Scotia,"No certificate, diploma or degree","Agriculture, natural resources and conservation","Median wages, salaries and commissions ($)",0.0
2021,Nova Scotia,"No certificate, diploma or degree","Agriculture, natural resources and conservation","Average wages, salaries and commissions ($)",0.0
2021,Nova Scotia,"No certificate, diploma or degree",Health and related fields,Median employment income ($),0.0
2021,Nova Scotia,"No certificate, diploma or degree",Health and related fields,Average employment income ($),0.0
2021,Nova Scotia,"No certificate, diploma or degree",Health and related fields,"Median wages, salaries and commissions ($)",0.0
2021,Nova Scotia,"No certificate, diploma or degree",Health and related fields,"Average wages, salaries and commissions ($)",0.0
2021,Nova Scotia,"No certificate, diploma or degree","Personal, protective and transportation services",Median employment income ($),0.0
2021,Nova Scotia,"No certificate, diploma or degree","Personal, protective and transportation services",Average employment income ($),0.0
2021,Nova Scotia,"No certificate, diploma or degree","Personal, protective and transportation services","Median wages, salaries and commissions ($)",0.0
2021,Nova Scotia,"No certificate, diploma or degree","Personal, protective and transportation services","Average wages, salaries and commissions ($)",0.0
2021,Nova Scotia,"No certificate, diploma or degree",Other,Median employment income ($),0.0
2021,Nova Scotia,"No certificate, diploma or degree",Other,Average employment income ($),0.0
2021,Nova Scotia,"No certificate, diploma or degree",Other,"Median wages, salaries and commissions ($)",0.0
2021,Nova Scotia,"No certificate, diploma or degree",Other,"Average wages, salaries and commissions ($)",0.0
2021,Nova Scotia,High (secondary) school diploma or equivalency certificate,Total - Major field of study - Classification of Instructional Programs (CIP) 2021,Total - Employment income statistics,220210.0
2021,Nova Scotia,High (secondary) school diploma or equivalency certificate,Total - Major field of study - Classification of Instructional Programs (CIP) 2021,Median employment income ($),22600.0
2021,Nova Scotia,High (secondary) school diploma or equivalency certificate,Total - Major field of study - Classification of Instructional Programs (CIP) 2021,Average employment income ($),30640.0
2021,Nova Scotia,High (secondary) school diploma or equivalency certificate,Total - Major field of study - Classification of Instructional Programs (CIP) 2021,"Median wages, salaries and commissions ($)",23400.0
2021,Nova Scotia,High (secondary) school diploma or equivalency certificate,Total - Major field of study - Classification of Instructional Programs (CIP) 2021,"Average wages, salaries and commissions ($)",31200.0
2021,Nova Scotia,High (secondary) school diploma or equivalency certificate,"No postsecondary certificate, diploma or degree",Total - Employment income statistics,220210.0
2021,Nova Scotia,High (secondary) school diploma or equivalency certificate,"No postsecondary certificate, diploma or degree",Median employment income ($),22600.0
2021,Nova Scotia,High (secondary) school diploma or equivalency certificate,"No postsecondary certificate, diploma or degree",Average employment income ($),30640.0
2021,Nova Scotia,High (secondary) school diploma or equivalency certificate,"No postsecondary certificate, diploma or degree","Median wages, salaries and commissions ($)",23400.0
2021,Nova Scotia,High (secondary) school diploma or equivalency certificate,"No postsecondary certificate, diploma or degree","Average wages, salaries and commissions ($)",31200.0
2021,Nova Scotia,High (secondary) school diploma or equivalency certificate,Education,Median employment income ($),0.0
2021,Nova Scotia,High (secondary) school diploma or equivalency certificate,Education,Average employment income ($),0.0
2021,Nova Scotia,High (secondary) school diploma or equivalency certificate,Education,"Median wages, salaries and commissions ($)",0.0
2021,Nova Scotia,High (secondary) school diploma or equivalency certificate,Education,"Average wages, salaries and commissions ($)",0.0
2021,Nova Scotia,High (secondary) school diploma or equivalency certificate,"Visual and performing arts, and communications technologies",Median employment income ($),0.0
